Time,Response,Step Response
0.0,0.024835707650561634,1.0
0.10020040080160321,-0.0069132150585371815,1.0
0.20040080160320642,0.0323844269149068,1.0
0.30060120240480964,0.0761514931526664,1.0
0.40080160320641284,-0.011707664857010741,1.0
0.5010020040080161,-0.011706822479642639,1.0
0.6012024048096193,0.07896075580775054,1.0
0.7014028056112225,0.0383721417748096,1.0
0.8016032064128257,-0.023472531555649268,1.0
0.9018036072144289,0.02713102655960407,1.0
1.0020040080160322,-0.023163989625824204,1.0
1.1022044088176353,-0.02327211006778013,1.0
1.2024048096192386,0.012125970509308567,1.0
1.3026052104208417,-0.095613258293608,1.0
1.402805611222445,-0.08615812425841936,1.0
1.503006012024048,-0.027969258150006622,1.0
1.6032064128256514,-0.050410767109691876,1.0
1.7034068136272547,0.016067113443631063,1.0
1.8036072144288577,-0.044872055412495844,1.0
1.903807615230461,-0.06984667058776786,1.0
2.0040080160320644,0.07437231336479766,1.0
2.1042084168336674,-0.009775937234903647,1.0
2.2044088176352705,0.005436272841913349,1.0
2.3046092184368736,-0.06848151291326805,1.0
2.404809619238477,-0.023590362862739404,1.0
2.50501002004008,0.010255109035856858,1.0
2.6052104208416833,-0.05152005426386533,1.0
2.705410821643287,0.026411244226517826,1.0
2.80561122244489,-0.020494764630025503,1.0
2.905811623246493,-0.002782299197345621,1.0
3.006012024048096,-0.015620968371807813,1.0
3.1062124248496996,0.1101812569329344,1.0
3.2064128256513027,0.02048243076406517,1.0
3.306613226452906,-0.027603924272606738,1.0
3.4068136272545093,0.07111627164273673,1.0
3.5070140280561124,-0.025712953925301103,1.0
3.6072144288577155,0.05179594617887533,1.0
3.7074148296593186,-0.04987274334938268,1.0
3.807615230460922,-0.010754597264405433,1.0
3.907815631262525,0.07387928871442154,1.0
4.008016032064129,0.11023022481231425,1.0
4.108216432865731,0.0920864236019905,1.0
4.208416833667335,0.08893798602805683,1.0
4.308617234468938,0.09190906335111097,1.0
4.408817635270541,0.04637280755122361,1.0
4.509018036072145,0.09878052889998845,1.0
4.609218436873747,0.12740102470212786,1.0
4.709418837675351,0.22018162361619803,1.0
4.809619238476954,0.20267582052743977,1.0
4.909819639278557,0.11683212546289859,1.0
5.01002004008016,0.24203874528006697,1.0
5.110220440881764,0.2288316567593595,1.0
5.210420841683367,0.23792951854394603,1.0
5.31062124248497,0.32752383708867033,1.0
5.410821643286574,0.3751629513065798,1.0
5.511022044088176,0.3983904849591528,1.0
5.61122244488978,0.33964963260160363,1.0
5.711422845691383,0.3975323628260202,1.0
5.811623246492986,0.46256290858539384,1.0
5.9118236472945895,0.5294317813887202,1.0
6.012024048096192,0.49302029089244304,1.0
6.112224448897796,0.5457097895052541,1.0
6.212424849699399,0.5393964729246,1.0
6.312625250501002,0.5763455506141788,1.0
6.412825651302605,0.7199604017842876,1.0
6.513026052104209,0.7920712926825999,1.0
6.613226452905812,0.7673403256614632,1.0
6.713426853707415,0.8695628484241857,1.0
6.813627254509019,0.8876827847245592,1.0
6.913827655310621,0.889332911886735,1.0
7.014028056112225,0.993421660372546,1.0
7.114228456913827,1.107791933067135,1.0
7.214428857715431,1.0864107570864971,1.0
7.3146292585170345,1.2255167728530623,1.0
7.414829659318637,1.0771457088224488,1.0
7.515030060120241,1.3118360504033413,1.0
7.615230460921844,1.3394531091069477,1.0
7.715430861723447,1.3862529687167362,1.0
7.81563126252505,1.4736262459270024,1.0
7.915831663326654,1.4392151837266136,1.0
8.016032064128257,1.5988730523022296,1.0
8.11623246492986,1.7006687740781485,1.0
8.216432865731463,1.8313426188276285,1.0
8.316633266533067,1.8078312039274802,1.0
8.41683366733467,1.8712616386131997,1.0
8.517034068136272,1.9661667368835223,1.0
8.617234468937877,2.118200632209619,1.0
8.71743486973948,2.1716318829902437,1.0
8.817635270541082,2.2130374311562138,1.0
8.917835671342687,2.351065994111057,1.0
9.01803607214429,2.417657861597366,1.0
9.118236472945892,2.550139299251359,1.0
9.218436873747494,2.556986147921306,1.0
9.318637274549099,2.6675426273353935,1.0
9.418837675350701,2.7575884855234722,1.0
9.519038076152304,2.79869317891018,1.0
9.619238476953909,2.982732140789811,1.0
9.719438877755511,3.0783932384951735,1.0
9.819639278557114,3.1643423505365242,1.0
